x,T,CH4,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,H2,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,C3H7,C3H8,CH2CHO,CH3CHO,N2,AR
0.003829431,820.1593875,0.289328169,1.37E-22,4.66E-32,0,2.94E-26,0.022725077,0,0,0,0,2.84E-25,5.42E-27,2.00E-20,0.020959593,0.112925615,0.07930987,2.33E-23,1.54E-08,5.50E-28,1.47E-30,2.30E-09,0,8.77E-24,5.61E-29,9.78E-07,2.89E-23,2.45E-05,1.29E-31,2.91E-10,0,0,1.93E-27,1.26E-27,1.10E-04,3.42E-28,2.19E-36,0,0,2.30E-31,1.18E-32,9.19E-07,1.31E-28,0,0,5.65E-35,6.83E-08,3.85E-32,4.75E-28,7.47E-09,8.61E-29,1.78E-09,0.474615168,1.25E-10
0.003862876,818.6797147,0.293527268,1.19E-22,3.81E-32,0,2.55E-26,0.022697388,0,0,0,0,2.47E-25,4.76E-27,1.79E-20,0.020747889,0.111247238,0.079601076,2.04E-23,1.50E-08,4.79E-28,1.26E-30,2.28E-09,0,8.03E-24,4.73E-29,9.70E-07,2.61E-23,2.50E-05,1.08E-31,2.83E-10,0,0,1.75E-27,1.07E-27,1.10E-04,2.93E-28,1.83E-36,0,0,2.06E-31,9.72E-33,8.92E-07,1.12E-28,0,0,4.65E-35,6.69E-08,3.22E-32,4.22E-28,7.68E-09,7.53E-29,1.77E-09,0.4720426,1.19E-10
0.003896321,817.1997763,0.297724764,1.05E-22,3.20E-32,0,2.24E-26,0.022669531,0,0,0,0,2.17E-25,4.22E-27,1.62E-20,0.020536608,0.109574196,0.079888298,1.81E-23,1.46E-08,4.21E-28,1.10E-30,2.26E-09,0,7.37E-24,4.07E-29,9.63E-07,2.38E-23,2.55E-05,9.24E-32,2.74E-10,0,0,1.60E-27,9.32E-28,1.09E-04,2.56E-28,1.55E-36,0,0,1.85E-31,8.15E-33,8.65E-07,9.67E-29,0,0,3.89E-35,6.55E-08,2.74E-32,3.81E-28,7.89E-09,6.63E-29,1.76E-09,0.469470039,1.14E-10
0.003929766,815.7193056,0.301920602,9.28E-23,2.70E-32,0,1.97E-26,0.022641495,0,0,0,0,1.90E-25,3.75E-27,1.46E-20,0.020325766,0.107906671,0.080171404,1.59E-23,1.43E-08,3.67E-28,9.50E-31,2.24E-09,0,6.62E-24,3.49E-29,9.55E-07,2.16E-23,2.60E-05,7.82E-32,2.66E-10,0,0,1.42E-27,8.04E-28,1.09E-04,2.23E-28,1.29E-36,0,0,1.62E-31,6.77E-33,8.38E-07,8.31E-29,0,0,3.24E-35,6.41E-08,2.32E-32,3.43E-28,8.10E-09,5.80E-29,1.75E-09,0.466897485,1.09E-10
0.003963211,814.2380118,0.306114762,8.60E-23,2.42E-32,0,1.80E-26,0.022613286,0,0,0,0,1.72E-25,3.39E-27,1.37E-20,0.020115366,0.10624474,0.080450327,1.47E-23,1.39E-08,3.32E-28,8.63E-31,2.22E-09,0,6.05E-24,3.16E-29,9.46E-07,2.04E-23,2.65E-05,6.99E-32,2.58E-10,0,0,1.29E-27,7.36E-28,1.08E-04,2.04E-28,1.13E-36,0,0,1.46E-31,5.94E-33,8.13E-07,7.57E-29,0,0,2.86E-35,6.28E-08,2.08E-32,3.23E-28,8.32E-09,5.24E-29,1.74E-09,0.464324936,1.04E-10
0.003996656,812.7556223,0.310307197,7.89E-23,2.15E-32,0,1.63E-26,0.022584899,0,0,0,0,1.54E-25,3.06E-27,1.28E-20,0.019905421,0.104588561,0.080724948,1.33E-23,1.36E-08,2.96E-28,7.72E-31,2.20E-09,0,5.38E-24,2.82E-29,9.37E-07,1.91E-23,2.70E-05,6.15E-32,2.50E-10,0,0,1.14E-27,6.62E-28,1.08E-04,1.85E-28,0,0,0,1.27E-31,5.12E-33,7.87E-07,6.78E-29,0,0,2.48E-35,6.15E-08,1.83E-32,3.00E-28,8.53E-09,4.68E-29,1.73E-09,0.461752394,9.97E-11
0.0040301,811.2718649,0.314497873,7.37E-23,1.95E-32,0,1.50E-26,0.022556336,0,0,0,0,1.39E-25,2.79E-27,1.21E-20,0.01969594,0.102938254,0.08099517,1.23E-23,1.32E-08,2.68E-28,7.04E-31,2.18E-09,0,4.76E-24,2.56E-29,9.28E-07,1.81E-23,2.75E-05,5.51E-32,2.43E-10,0,0,1.00E-27,6.07E-28,1.07E-04,1.70E-28,0,0,0,1.10E-31,4.48E-33,7.63E-07,6.19E-29,0,0,2.20E-35,6.01E-08,1.64E-32,2.84E-28,8.75E-09,4.22E-29,1.71E-09,0.459179858,9.52E-11
0.004063545,809.786461,0.318686758,6.76E-23,1.73E-32,0,1.35E-26,0.022527602,0,0,0,0,1.25E-25,2.53E-27,1.12E-20,0.019486929,0.10129394,0.081260894,1.12E-23,1.29E-08,2.40E-28,6.30E-31,2.16E-09,0,4.16E-24,2.28E-29,9.19E-07,1.70E-23,2.80E-05,4.84E-32,2.35E-10,0,0,8.73E-28,5.46E-28,1.07E-04,1.54E-28,0,0,0,9.44E-32,3.85E-33,7.39E-07,5.54E-29,0,0,1.91E-35,5.88E-08,1.44E-32,2.65E-28,8.97E-09,3.77E-29,1.70E-09,0.456607328,9.09E-11
0.00409699,808.2991508,0.322873809,5.82E-23,1.40E-32,0,1.17E-26,0.022498697,0,0,0,0,1.08E-25,2.20E-27,9.96E-21,0.0192784,0.099655769,0.081522001,9.72E-24,1.26E-08,2.07E-28,5.36E-31,2.14E-09,0,3.82E-24,1.91E-29,9.09E-07,1.51E-23,2.85E-05,4.02E-32,2.27E-10,0,0,7.94E-28,4.62E-28,1.06E-04,1.31E-28,0,0,0,8.47E-32,3.14E-33,7.15E-07,4.66E-29,0,0,1.55E-35,5.75E-08,1.20E-32,2.33E-28,9.18E-09,3.28E-29,1.68E-09,0.454034803,8.67E-11
0.004130435,806.8096685,0.327058996,5.13E-23,1.18E-32,0,1.02E-26,0.022469626,0,0,0,0,9.42E-26,1.94E-27,8.98E-21,0.01907036,0.098023858,0.081778392,8.58E-24,1.23E-08,1.81E-28,4.64E-31,2.12E-09,0,3.47E-24,1.63E-29,8.99E-07,1.37E-23,2.90E-05,3.40E-32,2.20E-10,0,0,7.18E-28,4.00E-28,1.06E-04,1.14E-28,0,0,0,7.55E-32,2.61E-33,6.92E-07,4.01E-29,0,0,1.29E-35,5.62E-08,1.01E-32,2.09E-28,9.40E-09,2.87E-29,1.67E-09,0.451462283,8.27E-11
0.00416388,805.3177415,0.331242283,4.63E-23,1.02E-32,0,9.13E-27,0.022440396,0,0,0,0,8.35E-26,1.73E-27,8.25E-21,0.018862817,0.096398341,0.082029954,7.71E-24,1.19E-08,1.60E-28,4.10E-31,2.09E-09,0,3.15E-24,1.43E-29,8.88E-07,1.27E-23,2.94E-05,2.95E-32,2.13E-10,0,0,6.47E-28,3.55E-28,1.05E-04,1.01E-28,0,0,0,6.71E-32,2.22E-33,6.69E-07,3.54E-29,0,0,1.10E-35,5.50E-08,8.79E-33,1.91E-28,9.62E-09,2.54E-29,1.65E-09,0.448889769,7.88E-11
0.004197324,803.8231168,0.33542363,4.18E-23,8.87E-33,0,8.13E-27,0.022411011,0,0,0,0,7.36E-26,1.55E-27,7.55E-21,0.01865578,0.094779367,0.082276566,6.90E-24,1.16E-08,1.41E-28,3.61E-31,2.07E-09,0,2.79E-24,1.25E-29,8.78E-07,1.17E-23,2.99E-05,2.54E-32,2.06E-10,0,0,5.70E-28,3.13E-28,1.05E-04,9.01E-29,0,0,0,5.82E-32,1.88E-33,6.47E-07,3.10E-29,0,0,9.36E-36,5.37E-08,7.58E-33,1.75E-28,9.84E-09,2.24E-29,1.64E-09,0.44631726,7.50E-11
0.004230769,802.3255217,0.339603006,3.87E-23,7.99E-33,0,7.42E-27,0.022381481,0,0,0,0,6.62E-26,1.40E-27,7.08E-21,0.018449256,0.093167057,0.08251812,6.32E-24,1.13E-08,1.27E-28,3.26E-31,2.05E-09,0,2.49E-24,1.13E-29,8.67E-07,1.10E-23,3.04E-05,2.26E-32,1.99E-10,0,0,5.05E-28,2.85E-28,1.04E-04,8.24E-29,0,0,0,5.09E-32,1.63E-33,6.25E-07,2.81E-29,0,0,8.21E-36,5.25E-08,6.75E-33,1.64E-28,1.01E-08,2.01E-29,1.62E-09,0.443744755,7.14E-11
0.004264214,800.8246971,0.343780367,3.58E-23,7.18E-33,0,6.76E-27,0.022351811,0,0,0,0,5.93E-26,1.27E-27,6.61E-21,0.018243256,0.091561576,0.082754479,5.78E-24,1.10E-08,1.14E-28,2.94E-31,2.03E-09,0,2.15E-24,1.01E-29,8.56E-07,1.03E-23,3.09E-05,1.99E-32,1.92E-10,0,0,4.36E-28,2.58E-28,1.04E-04,7.52E-29,0,0,0,4.32E-32,1.41E-33,6.04E-07,2.53E-29,0,0,7.17E-36,5.13E-08,5.97E-33,1.54E-28,1.03E-08,1.79E-29,1.60E-09,0.441172255,6.79E-11
0.004297659,799.3203827,0.347955683,3.20E-23,6.13E-33,0,6.00E-27,0.022322013,0,0,0,0,5.23E-26,1.13E-27,6.04E-21,0.018037786,0.089963049,0.082985533,5.16E-24,1.07E-08,1.00E-28,2.58E-31,2.00E-09,0,1.91E-24,8.81E-30,8.44E-07,9.48E-24,3.13E-05,1.71E-32,1.85E-10,0,0,3.85E-28,2.27E-28,1.03E-04,6.64E-29,0,0,0,3.77E-32,1.18E-33,5.84E-07,2.21E-29,0,0,6.06E-36,5.01E-08,5.13E-33,1.40E-28,1.05E-08,1.58E-29,1.58E-09,0.43859976,6.46E-11
0.004331104,797.8123258,0.352128913,2.75E-23,4.95E-33,0,5.14E-27,0.022292096,0,0,0,0,4.49E-26,9.79E-28,5.32E-21,0.017832855,0.08837163,0.083211147,4.45E-24,1.04E-08,8.62E-29,2.17E-31,1.98E-09,0,1.74E-24,7.31E-30,8.32E-07,8.41E-24,3.18E-05,1.40E-32,1.79E-10,0,0,3.48E-28,1.91E-28,1.03E-04,5.61E-29,0,0,0,3.35E-32,9.54E-34,5.63E-07,1.85E-29,0,0,4.89E-36,4.89E-08,4.21E-33,1.22E-28,1.07E-08,1.36E-29,1.57E-09,0.436027269,6.14E-11
0.004364548,796.3002472,0.356300021,2.43E-23,4.18E-33,0,4.51E-27,0.022262071,0,0,0,0,3.91E-26,8.61E-28,4.80E-21,0.017628471,0.086787465,0.083431194,3.93E-24,1.01E-08,7.52E-29,1.88E-31,1.96E-09,0,1.57E-24,6.26E-30,8.20E-07,7.63E-24,3.23E-05,1.19E-32,1.72E-10,0,0,3.13E-28,1.65E-28,1.02E-04,4.89E-29,0,0,0,2.97E-32,7.93E-34,5.44E-07,1.59E-29,0,0,4.07E-36,4.77E-08,3.57E-33,1.09E-28,1.09E-08,1.19E-29,1.55E-09,0.433454783,5.83E-11
0.004397993,794.7839003,0.360468967,2.17E-23,3.59E-33,0,3.98E-27,0.022231951,0,0,0,0,3.42E-26,7.63E-28,4.36E-21,0.017424643,0.085210716,0.083645532,3.49E-24,9.82E-09,6.58E-29,1.64E-31,1.93E-09,0,1.40E-24,5.41E-30,8.08E-07,6.96E-24,3.27E-05,1.01E-32,1.66E-10,0,0,2.77E-28,1.44E-28,1.02E-04,4.30E-29,0,0,0,2.59E-32,6.62E-34,5.24E-07,1.38E-29,0,0,3.41E-36,4.65E-08,3.04E-33,9.88E-29,1.11E-08,1.04E-29,1.53E-09,0.4308823,5.54E-11
0.004431438,793.2630126,0.364635714,1.98E-23,3.17E-33,0,3.58E-27,0.022201748,0,0,0,0,3.03E-26,6.83E-28,4.03E-21,0.017221379,0.083641532,0.083854027,3.15E-24,9.54E-09,5.84E-29,1.46E-31,1.91E-09,0,1.24E-24,4.79E-30,7.96E-07,6.46E-24,3.32E-05,8.81E-33,1.60E-10,0,0,2.45E-28,1.29E-28,1.01E-04,3.87E-29,0,0,0,2.25E-32,5.66E-34,5.06E-07,1.23E-29,0,0,2.94E-36,4.54E-08,2.66E-33,9.11E-29,1.14E-08,9.18E-30,1.51E-09,0.428309822,5.25E-11
0.004464883,791.7373308,0.368800223,1.81E-23,2.82E-33,0,3.23E-27,0.022171478,0,0,0,0,2.69E-26,6.13E-28,3.73E-21,0.017018685,0.082080071,0.084056538,2.85E-24,9.26E-09,5.18E-29,1.30E-31,1.88E-09,0,1.07E-24,4.24E-30,7.83E-07,6.00E-24,3.37E-05,7.67E-33,1.54E-10,0,0,2.12E-28,1.16E-28,1.01E-04,3.49E-29,0,0,0,1.92E-32,4.82E-34,4.87E-07,1.09E-29,0,0,2.53E-36,4.42E-08,2.32E-33,8.43E-29,1.16E-08,8.12E-30,1.49E-09,0.425737347,4.98E-11
0.004498328,790.2065764,0.372962462,1.68E-23,2.55E-33,0,2.95E-27,0.022141158,0,0,0,0,2.41E-26,5.55E-28,3.50E-21,0.01681657,0.080526477,0.084252929,2.61E-24,8.99E-09,4.65E-29,1.17E-31,1.86E-09,0,9.25E-25,3.82E-30,7.71E-07,5.65E-24,3.41E-05,6.79E-33,1.48E-10,0,0,1.82E-28,1.06E-28,1.00E-04,3.21E-29,0,0,0,1.62E-32,4.16E-34,4.70E-07,9.88E-30,0,0,2.22E-36,4.31E-08,2.07E-33,7.91E-29,1.18E-08,7.25E-30,1.47E-09,0.423164876,4.72E-11
0.004531773,788.6704956,0.37712238,1.42E-23,2.01E-33,0,2.49E-27,0.022110801,0,0,0,0,2.04E-26,4.76E-28,3.04E-21,0.016615044,0.078980944,0.084443032,2.22E-24,8.72E-09,3.95E-29,9.72E-32,1.83E-09,0,8.27E-25,3.10E-30,7.58E-07,4.94E-24,3.46E-05,5.46E-33,1.42E-10,0,0,1.62E-28,8.68E-29,9.95E-05,2.66E-29,0,0,0,1.42E-32,3.28E-34,4.52E-07,8.06E-30,0,0,1.75E-36,4.20E-08,1.66E-33,6.78E-29,1.20E-08,6.16E-30,1.45E-09,0.420592408,4.47E-11
0.004565217,787.1288043,0.381279946,1.23E-23,1.66E-33,0,2.16E-27,0.022080428,0,0,0,0,1.76E-26,4.13E-28,2.71E-21,0.016414112,0.077443616,0.084626709,1.94E-24,8.46E-09,3.41E-29,8.31E-32,1.81E-09,0,7.48E-25,2.61E-30,7.45E-07,4.43E-24,3.50E-05,4.54E-33,1.37E-10,0,0,1.46E-28,7.43E-29,9.90E-05,2.28E-29,0,0,0,1.26E-32,2.68E-34,4.35E-07,6.84E-30,0,0,1.43E-36,4.09E-08,1.38E-33,5.98E-29,1.22E-08,5.32E-30,1.43E-09,0.418019944,4.23E-11
0.004598662,785.581248,0.385435114,1.10E-23,1.42E-33,0,1.90E-27,0.022050056,0,0,0,0,1.53E-26,3.63E-28,2.45E-21,0.016213785,0.075914682,0.084803792,1.71E-24,8.20E-09,2.97E-29,7.21E-32,1.78E-09,0,6.71E-25,2.25E-30,7.32E-07,4.02E-24,3.54E-05,3.85E-33,1.31E-10,0,0,1.30E-28,6.47E-29,9.84E-05,2.00E-29,0,0,0,1.11E-32,2.23E-34,4.19E-07,5.91E-30,0,0,1.19E-36,3.98E-08,1.18E-33,5.38E-29,1.24E-08,4.63E-30,1.40E-09,0.415447483,4.00E-11
0.004632107,784.0275432,0.389587844,9.78E-24,1.22E-33,0,1.67E-27,0.022019704,0,0,0,0,1.33E-26,3.20E-28,2.22E-21,0.01601407,0.074394312,0.084974121,1.51E-24,7.94E-09,2.59E-29,6.26E-32,1.76E-09,0,5.89E-25,1.93E-30,7.18E-07,3.65E-24,3.59E-05,3.25E-33,1.26E-10,0,0,1.14E-28,5.64E-29,9.79E-05,1.75E-29,0,0,0,9.53E-33,1.85E-34,4.03E-07,5.10E-30,0,0,0,3.88E-08,9.99E-34,4.84E-29,1.26E-08,4.02E-30,1.38E-09,0.412875024,3.78E-11
0.004665552,782.4674221,0.393738097,8.91E-24,1.07E-33,0,1.50E-27,0.021989395,0,0,0,0,1.17E-26,2.85E-28,2.04E-21,0.015814975,0.07288268,0.085137533,1.36E-24,7.70E-09,2.29E-29,5.54E-32,1.73E-09,0,5.14E-25,1.70E-30,7.05E-07,3.37E-24,3.63E-05,2.81E-33,1.21E-10,0,0,9.91E-29,5.03E-29,9.73E-05,1.57E-29,0,0,0,8.17E-33,1.57E-34,3.87E-07,4.51E-30,0,0,0,3.77E-08,8.68E-34,4.45E-29,1.28E-08,3.53E-30,1.36E-09,0.410302569,3.57E-11
0.004698997,780.9006015,0.397885829,8.15E-24,9.55E-34,0,1.35E-27,0.021959151,0,0,0,0,1.04E-26,2.55E-28,1.89E-21,0.015616507,0.07137997,0.085293857,1.23E-24,7.45E-09,2.02E-29,4.91E-32,1.71E-09,0,4.36E-25,1.50E-30,6.91E-07,3.12E-24,3.67E-05,2.44E-33,1.16E-10,0,0,8.40E-29,4.49E-29,9.67E-05,1.42E-29,0,0,0,6.80E-33,1.32E-34,3.72E-07,4.00E-30,0,0,0,3.67E-08,7.55E-34,4.10E-29,1.30E-08,3.10E-30,1.34E-09,0.407730116,3.36E-11
0.004732441,779.3268014,0.402030998,7.18E-24,8.01E-34,0,1.18E-27,0.021928995,0,0,0,0,8.96E-27,2.23E-28,1.70E-21,0.015418675,0.069886371,0.085442915,1.08E-24,7.21E-09,1.75E-29,4.23E-32,1.68E-09,0,3.79E-25,1.28E-30,6.77E-07,2.82E-24,3.71E-05,2.04E-33,1.11E-10,0,0,7.29E-29,3.87E-29,9.61E-05,1.23E-29,0,0,0,5.80E-33,1.08E-34,3.57E-07,3.42E-30,0,0,0,3.57E-08,6.34E-34,3.65E-29,1.32E-08,2.69E-30,1.32E-09,0.405157666,3.17E-11
0.004765886,777.7457376,0.406173562,6.03E-24,6.31E-34,0,9.91E-28,0.021898953,0,0,0,0,7.53E-27,1.90E-28,1.47E-21,0.015221488,0.068402067,0.085584532,9.14E-25,6.98E-09,1.48E-29,3.49E-32,1.66E-09,0,3.39E-25,1.03E-30,6.64E-07,2.45E-24,3.76E-05,1.63E-33,1.06E-10,0,0,6.50E-29,3.18E-29,9.56E-05,1.02E-29,0,0,0,5.09E-33,8.51E-35,3.43E-07,2.78E-30,0,0,0,3.47E-08,5.07E-34,3.11E-29,1.34E-08,2.27E-30,1.29E-09,0.402585219,2.99E-11
0.004799331,776.1571187,0.410313474,5.25E-24,5.23E-34,0,8.55E-28,0.02186905,0,0,0,0,6.44E-27,1.64E-28,1.30E-21,0.015024953,0.066927265,0.085718515,7.93E-25,6.75E-09,1.27E-29,2.96E-32,1.63E-09,0,3.02E-25,8.65E-31,6.50E-07,2.19E-24,3.80E-05,1.34E-33,1.01E-10,0,0,5.77E-29,2.71E-29,9.50E-05,8.72E-30,0,0,0,4.44E-33,6.90E-35,3.29E-07,2.34E-30,0,0,0,3.37E-08,4.20E-34,2.74E-29,1.36E-08,1.94E-30,1.27E-09,0.400012773,2.83E-11
0.004832776,774.560659,0.414450688,4.61E-24,4.42E-34,0,7.43E-28,0.021839312,0,0,0,0,1.23E-28,1.42E-28,1.17E-21,0.014829079,0.065462164,0.085844675,6.92E-25,6.52E-09,1.09E-29,2.53E-32,1.60E-09,0,2.63E-25,7.32E-31,6.36E-07,1.96E-24,3.84E-05,1.96E-34,1.53E-13,0,0,5.02E-29,2.32E-29,9.44E-05,7.54E-30,0,0,0,3.79E-33,5.62E-35,3.15E-07,1.99E-30,0,0,0,3.27E-08,3.50E-34,2.43E-29,1.38E-08,4.43E-32,1.25E-09,0.39744033,1.23E-10
0.004866221,772.9560622,0.418585158,4.17E-24,3.87E-34,0,6.62E-28,0.021809768,0,0,0,0,1.00E-28,1.26E-28,1.07E-21,0.014633876,0.064006974,0.085962812,6.17E-25,6.30E-09,9.56E-30,2.22E-32,1.58E-09,0,2.29E-25,6.38E-31,6.22E-07,1.80E-24,3.87E-05,1.64E-34,2.30E-16,0,0,4.36E-29,2.06E-29,9.38E-05,6.72E-30,0,0,0,3.24E-33,4.71E-35,3.02E-07,1.74E-30,0,0,0,3.17E-08,3.02E-34,2.21E-29,1.40E-08,3.67E-32,1.22E-09,0.394867889,1.17E-10
0.004899666,771.3430291,0.422716843,3.81E-24,3.43E-34,0,5.93E-28,0.02178045,0,0,0,0,8.85E-29,1.12E-28,9.81E-22,0.014439349,0.062561887,0.086072737,5.55E-25,6.08E-09,8.41E-30,1.96E-32,1.55E-09,0,1.95E-25,5.60E-31,6.08E-07,1.66E-24,3.91E-05,1.39E-34,3.44E-19,0,0,3.71E-29,1.83E-29,9.32E-05,6.04E-30,0,0,0,2.71E-33,3.96E-35,2.89E-07,1.54E-30,0,0,0,3.08E-08,2.61E-34,2.03E-29,1.41E-08,3.27E-32,1.20E-09,0.39229545,1.12E-10
0.00493311,769.7212505,0.426845691,3.41E-24,2.95E-34,0,5.23E-28,0.021751387,0,0,0,0,7.73E-29,9.82E-29,8.89E-22,0.014245508,0.06112713,0.086174233,4.91E-25,5.87E-09,7.32E-30,1.70E-32,1.53E-09,0,1.64E-25,4.81E-31,5.94E-07,1.51E-24,3.95E-05,1.17E-34,5.15E-22,0,0,3.12E-29,1.60E-29,9.26E-05,5.32E-30,0,0,0,2.23E-33,3.25E-35,2.77E-07,1.33E-30,0,0,0,2.99E-08,2.21E-34,1.83E-29,1.43E-08,2.85E-32,1.18E-09,0.389723012,1.06E-10
0.004966555,768.0904222,0.430971653,2.82E-24,2.27E-34,0,4.35E-28,0.021722611,0,0,0,0,6.46E-29,8.24E-29,7.61E-22,0.014052363,0.059702928,0.086267088,4.10E-25,5.66E-09,6.10E-30,1.38E-32,1.50E-09,0,1.46E-25,3.83E-31,5.80E-07,1.30E-24,3.99E-05,9.33E-35,7.66E-25,0,0,2.78E-29,1.30E-29,9.20E-05,4.33E-30,0,0,0,1.96E-33,2.51E-35,2.65E-07,1.06E-30,0,0,0,2.90E-08,1.74E-34,1.53E-29,1.45E-08,2.31E-32,1.15E-09,0.387150576,1.01E-10
0.005,766.4502332,0.435094685,2.42E-24,1.85E-34,0,3.70E-28,0.021694159,0,0,0,0,5.50E-29,7.03E-29,6.68E-22,0.013859919,0.05828949,0.086351091,3.51E-25,5.46E-09,5.17E-30,1.16E-32,1.47E-09,0,1.29E-25,3.15E-31,5.66E-07,1.14E-24,4.02E-05,7.59E-35,1.14E-27,0,0,2.45E-29,1.09E-29,9.14E-05,3.65E-30,0,0,0,1.70E-33,2.00E-35,2.53E-07,8.82E-31,0,0,0,2.81E-08,1.42E-34,1.33E-29,1.47E-08,1.93E-32,1.13E-09,0.384578142,9.56E-11
0.005033445,764.8003615,0.439214732,2.10E-24,1.54E-34,0,3.18E-28,0.021666063,0,0,0,0,4.70E-29,6.06E-29,5.90E-22,0.013668188,0.05688706,0.08642601,3.03E-25,5.26E-09,4.40E-30,9.76E-33,1.45E-09,0,1.12E-25,2.63E-31,5.52E-07,1.01E-24,4.06E-05,6.19E-35,2.20E-30,0,0,2.13E-29,9.21E-30,9.08E-05,3.12E-30,0,0,0,1.44E-33,1.60E-35,2.42E-07,7.37E-31,0,0,0,2.72E-08,1.17E-34,1.16E-29,1.48E-08,1.63E-32,1.10E-09,0.382005708,9.07E-11
0.00506689,763.1404836,0.443331747,1.88E-24,1.33E-34,0,2.80E-28,0.021638362,0,0,0,0,4.08E-29,5.29E-29,5.33E-22,0.013477177,0.055495867,0.08649162,2.67E-25,5.07E-09,3.81E-30,8.44E-33,1.42E-09,0,9.63E-26,2.25E-31,5.38E-07,9.16E-25,4.09E-05,5.15E-35,4.44E-31,0,0,1.82E-29,8.03E-30,9.02E-05,2.74E-30,0,0,0,1.22E-33,1.32E-35,2.31E-07,6.35E-31,0,0,0,2.63E-08,9.85E-35,1.04E-29,1.50E-08,1.42E-32,1.08E-09,0.379433276,8.59E-11
0.005100334,761.4702763,0.447445673,1.69E-24,1.16E-34,0,2.47E-28,0.021611093,0,0,0,0,3.56E-29,4.65E-29,4.84E-22,0.013286896,0.054116163,0.086547677,2.36E-25,4.88E-09,3.30E-30,7.34E-33,1.39E-09,0,8.04E-26,1.94E-31,5.24E-07,8.34E-25,4.12E-05,4.29E-35,3.75E-31,0,0,1.53E-29,7.05E-30,8.96E-05,2.43E-30,0,0,0,9.97E-34,1.08E-35,2.20E-07,5.51E-31,0,0,0,2.55E-08,8.38E-35,9.42E-30,1.51E-08,1.24E-32,1.05E-09,0.376860845,8.13E-11
0.005133779,759.7894045,0.451556465,1.52E-24,1.00E-34,0,2.19E-28,0.021584297,0,0,0,0,3.10E-29,4.07E-29,4.40E-22,0.013097352,0.052748175,0.08659395,2.09E-25,4.69E-09,2.87E-30,6.37E-33,1.37E-09,0,6.68E-26,1.67E-31,5.09E-07,7.59E-25,4.16E-05,3.58E-35,3.20E-31,0,0,1.27E-29,6.17E-30,8.90E-05,2.15E-30,0,0,0,8.15E-34,8.88E-36,2.10E-07,4.76E-31,0,0,0,2.46E-08,7.10E-35,8.49E-30,1.53E-08,1.09E-32,1.03E-09,0.374288415,7.69E-11
0.005167224,758.0975261,0.455664061,1.23E-24,7.53E-35,0,1.78E-28,0.021558013,0,0,0,0,2.55E-29,3.37E-29,3.70E-22,0.012908555,0.051392178,0.086630179,1.72E-25,4.51E-09,2.35E-30,5.08E-33,1.34E-09,0,5.91E-26,1.30E-31,4.95E-07,6.41E-25,4.19E-05,2.80E-35,2.56E-31,0,0,1.12E-29,4.90E-30,8.84E-05,1.71E-30,0,0,0,7.06E-34,6.68E-36,2.00E-07,3.72E-31,0,0,0,2.38E-08,5.46E-35,6.98E-30,1.54E-08,8.59E-33,1.01E-09,0.371715986,7.26E-11
0.005200669,756.3943048,0.459768411,1.04E-24,6.02E-35,0,1.50E-28,0.021532285,0,0,0,0,2.14E-29,2.84E-29,3.20E-22,0.012720515,0.05004842,0.086656114,1.45E-25,4.33E-09,1.97E-30,4.17E-33,1.31E-09,0,5.16E-26,1.05E-31,4.81E-07,5.56E-25,4.22E-05,2.23E-35,2.10E-31,0,0,9.81E-30,4.04E-30,8.78E-05,1.42E-30,0,0,0,6.05E-34,5.21E-36,1.90E-07,3.03E-31,0,0,0,2.30E-08,4.36E-35,5.94E-30,1.55E-08,7.05E-33,9.81E-10,0.369143557,6.85E-11
0.005234114,754.6793741,0.463869464,9.00E-25,4.97E-35,0,1.28E-28,0.02150716,0,0,0,0,1.81E-29,2.42E-29,2.81E-22,0.012533238,0.048717151,0.0866715,1.24E-25,4.16E-09,1.66E-30,3.49E-33,1.29E-09,0,4.43E-26,8.65E-32,4.68E-07,4.90E-25,4.25E-05,1.80E-35,1.73E-31,0,0,8.42E-30,3.40E-30,8.72E-05,1.21E-30,0,0,0,5.09E-34,4.13E-36,1.81E-07,2.51E-31,0,0,0,2.22E-08,3.55E-35,5.16E-30,1.57E-08,5.91E-33,9.56E-10,0.366571129,6.46E-11
0.005267559,752.952392,0.467967154,7.97E-25,4.25E-35,0,1.11E-28,0.02148268,0,0,0,0,1.56E-29,2.09E-29,2.52E-22,0.012346736,0.047398665,0.086676058,1.08E-25,3.99E-09,1.42E-30,2.98E-33,1.26E-09,0,3.75E-26,7.32E-32,4.54E-07,4.39E-25,4.28E-05,1.47E-35,1.45E-31,0,0,7.13E-30,2.93E-30,8.66E-05,1.05E-30,0,0,0,4.22E-34,3.34E-36,1.72E-07,2.14E-31,0,0,0,2.14E-08,2.96E-35,4.58E-30,1.58E-08,5.08E-33,9.32E-10,0.363998701,6.09E-11
